Date,Price_Gazprom,Price_Sberbank,Price_Aeroflot,Price_Lukoil,Price_Rosneft
2020-12-23,207.63,270.1,69.42,5107,430.15
2020-12-24,206.24,269.32,68.98,5105.5,436.35
2020-12-25,205.03,270.64,69.14,5106,436.25
2020-12-26,205.03,270.64,69.14,5106,436.25
2020-12-27,205.03,270.64,69.14,5106,436.25
2020-12-28,206.11,274.7,69.62,5101.5,435.65
2020-12-29,208.75,272,70.62,5143,434.6
2020-12-30,212.98,271.65,71.44,5169.5,435.1
2020-12-31,212.98,271.65,71.44,5169.5,435.1
2021-01-01,212.98,271.65,71.44,5169.5,435.1
2021-01-02,212.98,271.65,71.44,5169.5,435.1
2021-01-03,212.98,271.65,71.44,5169.5,435.1
2021-01-04,212.71,272,72.06,5212.5,436
2021-01-05,215.32,275.2,72.74,5358.5,449.35
2021-01-06,214.38,272.93,72.96,5376.5,453.7
2021-01-07,214.38,272.93,72.96,5376.5,453.7
2021-01-08,225.49,283.64,73.58,5556.5,478.2
2021-01-09,225.49,283.64,73.58,5556.5,478.2
2021-01-10,225.49,283.64,73.58,5556.5,478.2
2021-01-11,227.6,289.49,74.08,5599,473.25
2021-01-12,228.69,289.99,74.18,5721,474.4
2021-01-13,226.8,283.78,73.5,5755,485.95
2021-01-14,228.86,284.79,73.16,5937,505
2021-01-15,226.5,276.9,72.3,5888.5,512.2
2021-01-16,226.5,276.9,72.3,5888.5,512.2
2021-01-17,226.5,276.9,72.3,5888.5,512.2
2021-01-18,226.88,279.79,72.78,5873,516.5
2021-01-19,223.15,278.19,73.72,5892,510.7
2021-01-20,224.3,279.8,73.72,5864,510.65
2021-01-21,217.28,274.4,72.5,5771,498
2021-01-22,215.49,268.25,71.84,5740.5,494.25
2021-01-23,215.49,268.25,71.84,5740.5,494.25
2021-01-24,215.49,268.25,71.84,5740.5,494.25
2021-01-25,218.68,265.3,71.14,5722,495.6
2021-01-26,218.8,269.34,70.76,5595.5,493.95
2021-01-27,217.4,265.5,69.88,5499.5,481.25
2021-01-28,217.7,265.96,71,5575,483.4
2021-01-29,212.83,258.11,69.88,5377,473
2021-01-30,212.83,258.11,69.88,5377,473
2021-01-31,212.83,258.11,69.88,5377,473
2021-02-01,214.66,263.8,70.34,5406,478.35
2021-02-02,214.42,263.15,70.14,5516,482
2021-02-03,218.1,263.53,70.68,5555,489.95
2021-02-04,219.79,270.11,70.56,5699.5,489.2
2021-02-05,222.01,271.7,70.82,5715,493.95
2021-02-06,222.01,271.7,70.82,5715,493.95
2021-02-07,222.01,271.7,70.82,5715,493.95
2021-02-08,228,275.2,71.08,5758,501.75
2021-02-09,227.73,268.98,70.34,5695,494.8
2021-02-10,223.24,265.9,69.18,5594.5,491.45
2021-02-11,221.35,264.7,68.86,5641.5,496.8
2021-02-12,226.71,266,69.28,5756,509.35
2021-02-13,226.71,266,69.28,5756,509.35
2021-02-14,226.71,266,69.28,5756,509.35
2021-02-15,229.22,271.81,69.62,5909.5,521.45
2021-02-16,232.46,270.9,69.5,5868.5,525.6
2021-02-17,229.14,270.9,69.18,5768.5,515.15
2021-02-18,224.47,266.99,68.8,5615,506.85
2021-02-19,226,271.34,69.02,5656,512.75
2021-02-20,225.84,270.51,69.14,5633,513.15
2021-02-21,225.84,270.51,69.14,5633,513.15
2021-02-22,225.63,273.71,69.2,5786,516
2021-02-23,225.63,273.71,69.2,5786,516
2021-02-24,222.55,271.9,70.3,5788.5,518.25
2021-02-25,221.7,270.71,69.44,5740.5,529.35
2021-02-26,217.56,270.17,69.66,5575.5,523.35
2021-02-27,217.56,270.17,69.66,5575.5,523.35
2021-02-28,217.56,270.17,69.66,5575.5,523.35
2021-03-01,221.47,273.58,69.92,5634,524.1
2021-03-02,222.74,279.1,71.1,5648.5,526
2021-03-03,222.15,278.01,70.6,5701,533.8
2021-03-04,221.14,274.75,69.44,5806,540.1
2021-03-05,227,277.5,69.28,6236,561
2021-03-06,227,277.5,69.28,6236,561
2021-03-07,227,277.5,69.28,6236,561
2021-03-08,227,277.5,69.28,6236,561
2021-03-09,232.1,285.79,69.66,6305,570.6
2021-03-10,231.69,282.24,69.86,6127.5,561.15
2021-03-11,232.47,286,70,6339,572
2021-03-12,233.8,284.93,69.86,6356,572.25
2021-03-13,233.8,284.93,69.86,6356,572.25
2021-03-14,233.8,284.93,69.86,6356,572.25
2021-03-15,237.79,292.74,70.82,6472.5,576.4
2021-03-16,234.02,292.33,70.5,6445,571.2
2021-03-17,229.9,283.35,70.02,6363,555.85
2021-03-18,224.35,279.25,69.18,6083,544.05
2021-03-19,225.4,285.47,69.8,6078,560.3
2021-03-20,225.4,285.47,69.8,6078,560.3
2021-03-21,225.4,285.47,69.8,6078,560.3
2021-03-22,221.88,288.65,69.26,6118,562.65
2021-03-23,221.62,282.6,67.72,5961,565.1
2021-03-24,223.65,285.79,65.9,6162.5,568.05
2021-03-25,224.84,286.66,66.14,6182,574.65
2021-03-26,227.3,291.22,68,6283,582.2
2021-03-27,227.3,291.22,68,6283,582.2
2021-03-28,227.3,291.22,68,6283,582.2
2021-03-29,228.74,293.3,67.46,6257.5,575.3
2021-03-30,225.93,293.25,66.84,6155,570.25
2021-03-31,227.24,291.02,67.44,6111.5,572.6
2021-04-01,226.94,290.24,67.16,6112,568.9
2021-04-02,228.4,291.7,67.5,6108.5,566.65
2021-04-03,228.4,291.7,67.5,6108.5,566.65
2021-04-04,228.4,291.7,67.5,6108.5,566.65
2021-04-05,225.06,288.78,67.32,5990.5,560.15
2021-04-06,222.95,281.5,66.88,5891,547.55
2021-04-07,224.51,283.98,67.02,5978,551.5
2021-04-08,224.3,283.89,66.8,6008.5,549.3
2021-04-09,222.15,281.07,66.28,5933,538
2021-04-10,222.15,281.07,66.28,5933,538
2021-04-11,222.15,281.07,66.28,5933,538
2021-04-12,222.87,281.75,66.52,6020,540.15
2021-04-13,227.99,287.95,65.76,6044.5,551.95
2021-04-14,235.32,287.18,65.8,6134,552.1
2021-04-15,234.63,283.72,65.62,6054.5,556.5
2021-04-16,235.1,288.5,66.48,6066,555.05
2021-04-17,235.1,288.5,66.48,6066,555.05
2021-04-18,235.1,288.5,66.48,6066,555.05
2021-04-19,231.17,287.72,65.48,6007,548.05
2021-04-20,230,287.42,64.48,5897,541.05
2021-04-21,230.84,289.25,63.6,5946,545.7
2021-04-22,230.93,292.18,64.48,5999,541.6
2021-04-23,232.62,293.19,65.3,5950,538.5
2021-04-24,232.62,293.19,65.3,5950,538.5
2021-04-25,232.62,293.19,65.3,5950,538.5
2021-04-26,233.23,295.27,66.04,5919,530.6
2021-04-27,232,298.5,65.54,5903.5,528
2021-04-28,232.96,298.49,65,5901,527.95
2021-04-29,230.51,297.1,64.9,5926,528.75
2021-04-30,231.38,297.73,64.54,5805,525.2
2021-05-01,231.38,297.73,64.54,5805,525.2
2021-05-02,231.38,297.73,64.54,5805,525.2
2021-05-03,231.38,297.73,64.54,5805,525.2
2021-05-04,233.8,303.7,65.18,5991,537.15
2021-05-05,237.5,305.99,65.22,6122,538.65
2021-05-06,243,314.72,65.4,6087,538.55
2021-05-07,241.7,317.94,65.64,6088,536.2
2021-05-08,241.7,317.94,65.64,6088,536.2
2021-05-09,241.7,317.94,65.64,6088,536.2
2021-05-10,241.41,320.19,66.88,6118,541.95
2021-05-11,242.5,307.16,66.32,6021,532
2021-05-12,241.79,302.02,65.9,6119,542.2
2021-05-13,247.16,306.74,66.6,6040,550
2021-05-14,249.55,304.1,67.32,6050,545.65
2021-05-15,249.55,304.1,67.32,6050,545.65
2021-05-16,249.55,304.1,67.32,6050,545.65
2021-05-17,255.15,303.94,70.6,5976,545.55
2021-05-18,266.22,305.78,70.92,5994,540.45
2021-05-19,260.9,297,69.5,5862.5,529.5
2021-05-20,259.16,296.72,70.08,5711,517.35
2021-05-21,258,301.23,70.86,5800.5,525.55
2021-05-22,258,301.23,70.86,5800.5,525.55
2021-05-23,258,301.23,70.86,5800.5,525.55
2021-05-24,261.24,300.7,71.68,5818,523.95
2021-05-25,259.79,306.8,71.34,5913,524.35
2021-05-26,263.09,307.01,70.72,6016.5,525.85
2021-05-27,262.96,312.72,71.12,5992,525.2
2021-05-28,262,309.56,69.94,5955,523.35
2021-05-29,262,309.56,69.94,5955,523.35
2021-05-30,262,309.56,69.94,5955,523.35
2021-05-31,261.03,310.79,70.06,5993,531.4
2021-06-01,263.86,311.6,71.06,6210,544
2021-06-02,271.15,313.98,71.24,6428,552
2021-06-03,272.1,312.41,71.5,6474.5,559.45
2021-06-04,274.3,310.94,71.44,6511,556.45
2021-06-05,274.3,310.94,71.44,6511,556.45
2021-06-06,274.3,310.94,71.44,6511,556.45
2021-06-07,275.67,315.53,71.34,6555,551.55
2021-06-08,275.36,314.83,71.38,6504.5,550.25
2021-06-09,275.65,314.78,73.72,6587,548.25
2021-06-10,276.1,314.62,73.34,6570,539.6
2021-06-11,277.05,313,73.58,6518.5,535.45
2021-06-12,277.05,313,73.58,6518.5,535.45
2021-06-13,277.05,313,73.58,6518.5,535.45
2021-06-14,279.5,314.12,72.28,6515,537.6
2021-06-15,272.72,312.51,71.06,6504.5,536.05
2021-06-16,271.8,311.61,70.16,6591.5,541.25
2021-06-17,272.5,313.9,69.9,6669.5,537
2021-06-18,270.06,309.3,71.4,6653,541
2021-06-19,270.06,309.3,71.4,6653,541
2021-06-20,270.06,309.3,71.4,6653,541
2021-06-21,272.62,310.4,71.1,6697,541.2
2021-06-22,277,309.73,71.68,6715.5,551.85
2021-06-23,277.35,309.79,70.58,6633,570.45
2021-06-24,277.47,310,69.14,6725,565.95
2021-06-25,277.19,311.81,69.98,6810,564.7
2021-06-26,277.19,311.81,69.98,6810,564.7
2021-06-27,277.19,311.81,69.98,6810,564.7
2021-06-28,276.99,309.48,69.32,6759,555
2021-06-29,276.8,306.1,68.06,6685,553.05
2021-06-30,281.8,306.45,68.6,6762.5,571.2
2021-07-01,285.74,305.78,68.54,7010,581.45
2021-07-02,285.65,307.39,68.58,6849,567
2021-07-03,285.65,307.39,68.58,6849,567
2021-07-04,285.65,307.39,68.58,6849,567
2021-07-05,291.1,307,69.34,6845,567.5
2021-07-06,293.45,303.34,68.5,6829,571
2021-07-07,297.39,304.06,68.34,6782,580.25
2021-07-08,292.86,302.63,68.5,6684,581.1
2021-07-09,295.22,303.56,68.74,6655,577.85
2021-07-10,295.22,303.56,68.74,6655,577.85
2021-07-11,295.22,303.56,68.74,6655,577.85
2021-07-12,297.39,306.23,68.84,6611,579
2021-07-13,293.83,303,68.28,6637,576
2021-07-14,284.6,301.5,68.04,6566,569
2021-07-15,280.01,301.72,67.76,6430.5,562.5
2021-07-16,279.65,298.85,66.78,6362,563.45
2021-07-17,279.65,298.85,66.78,6362,563.45
2021-07-18,279.65,298.85,66.78,6362,563.45
2021-07-19,275.51,291.46,66.7,6228,543.9
2021-07-20,277.3,296.1,67.68,6307.5,547.5
2021-07-21,282.9,294.86,67.8,6393,551.9
2021-07-22,283.28,297.27,67.22,6456,553.65
2021-07-23,279.51,296.38,66.94,6433.5,548.85
2021-07-24,279.51,296.38,66.94,6433.5,548.85
2021-07-25,279.51,296.38,66.94,6433.5,548.85
2021-07-26,281.05,303.34,66.4,6405,552.7
2021-07-27,278.08,299.71,66.1,6332.5,551.2
2021-07-28,282.2,302.9,67.44,6415,554.25
2021-07-29,287,303.12,67.24,6416,554
2021-07-30,287.35,305.59,67.16,6299,544.5
2021-07-31,287.35,305.59,67.16,6299,544.5
2021-08-01,287.35,305.59,67.16,6299,544.5
2021-08-02,286.75,306.51,66.78,6308,548.85
2021-08-03,287.09,309.89,67.24,6297,551
2021-08-04,287.94,311.1,66.78,6235,543.5
2021-08-05,285.95,315.82,67.32,6312,548
2021-08-06,282.27,319.15,66.86,6236,544.9
2021-08-07,282.27,319.15,66.86,6236,544.9
2021-08-08,282.27,319.15,66.86,6236,544.9
2021-08-09,286.68,326.91,66.9,6290,545
2021-08-10,288.61,330.11,67.04,6423.5,562.55
2021-08-11,290.35,329.9,67.12,6450,561.8
2021-08-12,293.23,328.57,67,6504.5,565.9
2021-08-13,292.7,328.68,66.8,6429.5,558.55
2021-08-14,292.7,328.68,66.8,6429.5,558.55
2021-08-15,292.7,328.68,66.8,6429.5,558.55
2021-08-16,295.1,329.36,66.92,6495.5,564.4
2021-08-17,298.32,334.5,67,6567.5,555
2021-08-18,295.05,334.9,67.92,6445,546.95
2021-08-19,293.68,332.69,67.2,6332,537.8
2021-08-20,292.57,325.67,67.14,6339.5,534
2021-08-21,292.57,325.67,67.14,6339.5,534
2021-08-22,292.57,325.67,67.14,6339.5,534
2021-08-23,297.69,329.22,68.44,6475.5,544.85
2021-08-24,298.7,324.83,68.28,6488,545
2021-08-25,296.7,324.57,68.22,6431,538.5
2021-08-26,294.34,322.54,68.06,6343.5,531.7
2021-08-27,299.66,327.41,68.64,6429.5,537.8
2021-08-28,299.66,327.41,68.64,6429.5,537.8
2021-08-29,299.66,327.41,68.64,6429.5,537.8
2021-08-30,305.17,328.28,69.28,6439,539.3
2021-08-31,305.65,327.94,69.32,6283.5,533.6
2021-09-01,312.89,334.57,69.48,6334,541.55
2021-09-02,312.3,329,69.42,6350.5,550.7
2021-09-03,317.94,329.71,69.4,6330,555.4
2021-09-04,317.94,329.71,69.4,6330,555.4
2021-09-05,317.94,329.71,69.4,6330,555.4
2021-09-06,328.93,329.37,68.8,6325,550.7
2021-09-07,327.73,325.96,68.16,6280,547.3
2021-09-08,327.6,331.7,67.44,6341.5,555.9
2021-09-09,324.57,326.01,66.74,6269.5,541.9
2021-09-10,326.43,326.25,66.98,6300,543.3
2021-09-11,326.43,326.25,66.98,6300,543.3
2021-09-12,326.43,326.25,66.98,6300,543.3
2021-09-13,332.75,327.41,67.38,6420.5,559.4
2021-09-14,338.98,326.48,66.98,6570,557.25
2021-09-15,343.34,333.51,67.02,6724.5,568.1
2021-09-16,338.5,326.99,66.64,6664,576.45
2021-09-17,334.5,329.56,66.8,6600.5,567.1
2021-09-18,334.5,329.56,66.8,6600.5,567.1
2021-09-19,334.5,329.56,66.8,6600.5,567.1
2021-09-20,325.7,326.92,66.16,6551,552.5
2021-09-21,335.3,323.25,67.12,6605,564.5
2021-09-22,340.59,327.8,67.28,6702,586
2021-09-23,343.47,327.02,67.1,6801,598.25
2021-09-24,344.29,325.44,69.1,6825,614
2021-09-25,344.29,325.44,69.1,6825,614
2021-09-26,344.29,325.44,69.1,6825,614
2021-09-27,355.19,331.68,70.4,6986,627.85
2021-09-28,354.07,329.3,69.12,6968,617.85
2021-09-29,360.88,328.43,69.9,6992,618.9
2021-09-30,360.8,340.99,69.96,6903.5,614.35
2021-10-01,363.25,338.48,70,6987.5,618.45
2021-10-02,363.25,338.48,70,6987.5,618.45
2021-10-03,363.25,338.48,70,6987.5,618.45
2021-10-04,376.06,345.85,69.22,7134.5,631.7
2021-10-05,389.82,363.2,69.86,7346.5,655.25
2021-10-06,381.3,364.28,70.64,7096,646
2021-10-07,370.7,368.93,71.06,7165,647.95
2021-10-08,366.17,373.01,70.98,7220,631
2021-10-09,366.17,373.01,70.98,7220,631
2021-10-10,366.17,373.01,70.98,7220,631
2021-10-11,369.81,387.6,70.36,7264,641.55
2021-10-12,364.1,377.79,70.7,7306,638.65
2021-10-13,362.77,378.8,70.22,7252,632.85
2021-10-14,367,376.09,70.08,7215,640.45
2021-10-15,367.76,371.82,69.68,7306.5,645.45
2021-10-16,367.76,371.82,69.68,7306.5,645.45
2021-10-17,367.76,371.82,69.68,7306.5,645.45
2021-10-18,363.5,364.6,69.76,7319,639.25
2021-10-19,368.83,373.18,69.26,7373,643
2021-10-20,369.97,370.16,68.58,7439,643.7
2021-10-21,363.37,364.6,67.64,7232,633.3
2021-10-22,358.12,364.37,67.9,7200,634.5
2021-10-23,358.12,364.37,67.9,7200,634.5
2021-10-24,358.12,364.37,67.9,7200,634.5
2021-10-25,364.84,369.99,67.84,7441.5,655.05
2021-10-26,364.82,372.16,67.52,7440.5,650.8
2021-10-27,362.17,371.36,68.94,7323.5,638.4
2021-10-28,353.21,365.36,68.18,7288.5,641.25
2021-10-29,350.18,356.14,68.48,7272.5,636.1
2021-10-30,350.18,356.14,68.48,7272.5,636.1
2021-10-31,350.18,356.14,68.48,7272.5,636.1
2021-11-01,359.1,370.96,67.98,7293,641.9
2021-11-02,352.48,370.7,67.64,7214,630.2
2021-11-03,353.02,370.13,67.92,7175,619.75
2021-11-04,353.02,370.13,67.92,7175,619.75
2021-11-05,350.6,360.21,68.42,7199,626.25
2021-11-06,350.6,360.21,68.42,7199,626.25
2021-11-07,350.6,360.21,68.42,7199,626.25
2021-11-08,351.47,358.39,68.8,7208.5,631.7
2021-11-09,349.46,357.44,68.6,7188,636.4
2021-11-10,345.8,348.65,67.84,7137.5,629.8
2021-11-11,347.44,356.24,67.08,7094.5,634.5
2021-11-12,333.6,347.59,65.98,6878,619.2
2021-11-13,333.6,347.59,65.98,6878,619.2
2021-11-14,333.6,347.59,65.98,6878,619.2
2021-11-15,340.3,344.39,67.68,6918.5,621.55
2021-11-16,336.79,337.91,67.1,6946.5,621.35
2021-11-17,349.98,339.89,66.92,6884.5,619.5
2021-11-18,345.56,336.93,67.14,6840,614.1
2021-11-19,337.62,327.56,66.04,6709,590.5
2021-11-20,337.62,327.56,66.04,6709,590.5
2021-11-21,337.62,327.56,66.04,6709,590.5
2021-11-22,319.2,309.15,65.2,6575.5,581
2021-11-23,341.77,326.84,64.72,6829.5,601.95
2021-11-24,338.3,321.22,64.22,6814.5,597.3
2021-11-25,337.55,317.29,64.7,6661.5,590.9
2021-11-26,326,304.42,60.98,6374,555.15
2021-11-27,326,304.42,60.98,6374,555.15
2021-11-28,326,304.42,60.98,6374,555.15
2021-11-29,339.2,316.57,61.1,6616,573.25
2021-11-30,334.24,315,60.32,6513,566.1
2021-12-01,345.21,324.4,62,6576.5,569.95
2021-12-02,350.3,326.8,62.84,6732,582
2021-12-03,345.99,320.66,62.26,6639.5,576.55
2021-12-04,345.99,320.66,62.26,6639.5,576.55
2021-12-05,345.99,320.66,62.26,6639.5,576.55
2021-12-06,338.94,307.5,61.08,6650,575.55
2021-12-07,344.96,309.79,62.4,6720.5,589.55
2021-12-08,340.5,296.95,61.64,6574.5,574.95
2021-12-09,336.6,300.4,61.04,6619,578.35
2021-12-10,332,297.44,60.2,6619.5,572.1
2021-12-11,332,297.44,60.2,6619.5,572.1
2021-12-12,332,297.44,60.2,6619.5,572.1
2021-12-13,307.26,280.64,60.02,6376,539.15
2021-12-14,319.35,284.9,59.5,6592,550.85
2021-12-15,324.09,286.65,59.36,6595,561.1
2021-12-16,328.39,295.89,60.16,6729,573
2021-12-17,327.3,294.9,60.04,6670,573.2
2021-12-18,327.3,294.9,60.04,6670,573.2
2021-12-19,327.3,294.9,60.04,6670,573.2
2021-12-20,325.9,288.4,59.02,6328.5,567.55
2021-12-21,339.88,291.7,59.68,6348.5,575
2021-12-22,345.55,294,59.18,6349.5,579.7
2021-12-23,339.81,292.8,59.2,6304.5,579.1
2021-12-24,338.79,293.89,58.96,6313.5,572.05
2021-12-25,338.79,293.89,58.96,6313.5,572.05
2021-12-26,338.79,293.89,58.96,6313.5,572.05
2021-12-27,343.97,295.68,59.08,6397.5,582
2021-12-28,343.23,295,58.92,6478,596.2
2021-12-29,340.33,293.51,58.98,6516,592
2021-12-30,342.39,293.49,59.16,6573,599
2021-12-31,342.39,293.49,59.16,6573,599
2022-01-01,342.39,293.49,59.16,6573,599
2022-01-02,342.39,293.49,59.16,6573,599
2022-01-03,353.73,305.47,60.7,6683,610.95
2022-01-04,352.55,304.24,63.3,6728,613.5
2022-01-05,335,287.01,60.98,6522,590.3
2022-01-06,346.13,293.92,62.96,6699,601.6
2022-01-07,346.13,293.92,62.96,6699,601.6
2022-01-08,346.13,293.92,62.96,6699,601.6
2022-01-09,346.13,293.92,62.96,6699,601.6
2022-01-10,344,291.69,63.02,6775,602
2022-01-11,343.74,291.88,63.2,6816,613.6
2022-01-12,347.43,290.4,62.44,6960,627.7
2022-01-13,337.6,272.5,60.16,6665,603.3
2022-01-14,335.76,261,59.86,6659,605.5
2022-01-15,335.76,261,59.86,6659,605.5
2022-01-16,335.76,261,59.86,6659,605.5
2022-01-17,327.81,257.78,58.98,6516,592.55
2022-01-18,301.11,234.7,55.46,6250,544.8
2022-01-19,318.36,244.86,56.62,6494,566.9
2022-01-20,310.42,254.61,57.2,6430,561.7
2022-01-21,311.6,246.9,56.56,6420,564.8
2022-01-22,311.6,246.9,56.56,6420,564.8
2022-01-23,311.6,246.9,56.56,6420,564.8
2022-01-24,294.59,236.97,52.22,6293,546.9
2022-01-25,302.96,239.59,52.4,6543,548.4
2022-01-26,299.6,236.9,52.64,6525.5,532.75
2022-01-27,325.25,254.29,55.02,6811.5,563.2
2022-01-28,329.58,257.82,55.54,6775,566.5
2022-01-29,329.58,257.82,55.54,6775,566.5
2022-01-30,329.58,257.82,55.54,6775,566.5
2022-01-31,334.8,269.42,57.32,6878,576.95
2022-02-01,330.95,264.7,57.12,6976,574.15
2022-02-02,331.7,261,57.2,7040,575.7
2022-02-03,323.75,250.79,55.7,6865.5,569
2022-02-04,324.6,256.53,56.18,7010,572
2022-02-05,324.6,256.53,56.18,7010,572
2022-02-06,324.6,256.53,56.18,7010,572
2022-02-07,321.25,257.61,56.18,6988,569.8
2022-02-08,331.7,269.8,57.18,6957.5,570.05
2022-02-09,335.08,279.09,59.2,6973.5,579
2022-02-10,328.93,275.2,59.76,6984.5,569.4
2022-02-11,318.1,260.83,58.3,6707.5,547.4
2022-02-12,318.1,260.83,58.3,6707.5,547.4
2022-02-13,318.1,260.83,58.3,6707.5,547.4
2022-02-14,321.85,256.7,57.3,6796,556
2022-02-15,333.6,274,59.42,6979,565.95
2022-02-16,336.5,277.78,60.42,6970,571.55
2022-02-17,323.51,260.58,58.08,6733,549.5
2022-02-18,309.48,250.28,55.7,6456.5,519.5
2022-02-19,309.48,250.28,55.7,6456.5,519.5
2022-02-20,309.48,250.28,55.7,6456.5,519.5
2022-02-21,257.3,201,46.6,5810,438.7
2022-02-22,283.51,208.53,49.52,6020,431.3
2022-02-23,283.51,208.53,49.52,6020,431.3
2022-02-24,210,132.18,35.7,4650,274.7
2022-02-25,228,131.12,36.74,4915,307.95
2022-02-26,228,131.12,36.74,4915,307.95
2022-02-27,228,131.12,36.74,4915,307.95
2022-02-28,228,131.12,36.74,4915,307.95
2022-03-01,228,131.12,36.74,4915,307.95
2022-03-02,228,131.12,36.74,4915,307.95
2022-03-03,228,131.12,36.74,4915,307.95
2022-03-04,228,131.12,36.74,4915,307.95
2022-03-05,228,131.12,36.74,4915,307.95
2022-03-06,228,131.12,36.74,4915,307.95
2022-03-07,228,131.12,36.74,4915,307.95
2022-03-08,228,131.12,36.74,4915,307.95
2022-03-09,228,131.12,36.74,4915,307.95
2022-03-10,228,131.12,36.74,4915,307.95
2022-03-11,228,131.12,36.74,4915,307.95
2022-03-12,228,131.12,36.74,4915,307.95
2022-03-13,228,131.12,36.74,4915,307.95
2022-03-14,228,131.12,36.74,4915,307.95
2022-03-15,228,131.12,36.74,4915,307.95
2022-03-16,228,131.12,36.74,4915,307.95
2022-03-17,228,131.12,36.74,4915,307.95
2022-03-18,228,131.12,36.74,4915,307.95
2022-03-19,228,131.12,36.74,4915,307.95
2022-03-20,228,131.12,36.74,4915,307.95
2022-03-21,228,131.12,36.74,4915,307.95
2022-03-22,228,131.12,36.74,4915,307.95
2022-03-23,228,131.12,36.74,4915,307.95
2022-03-24,258.51,136.24,30.7,5525,360.2
2022-03-25,227,131.5,25.1,5206,365.1
2022-03-26,227,131.5,25.1,5206,365.1
2022-03-27,227,131.5,25.1,5206,365.1
2022-03-28,218.6,125,25.86,5118,357.95
2022-03-29,208,128.77,30.1,4922,370
2022-03-30,216,134.6,37.54,5140,387
2022-03-31,242.48,143.69,37.74,5680,437.5
2022-04-01,251.4,154.5,38.8,5601,450
2022-04-02,251.4,154.5,38.8,5601,450
2022-04-03,251.4,154.5,38.8,5601,450
2022-04-04,252.9,166,40.9,5557,443.9
2022-04-05,243.5,154.1,37.76,5314,419
2022-04-06,239.7,141.6,37.18,5266,405
2022-04-07,245,147.5,37.58,5280,408.5
2022-04-08,241.07,143.72,36.94,5226.5,403.05
2022-04-09,241.07,143.72,36.94,5226.5,403.05
2022-04-10,241.07,143.72,36.94,5226.5,403.05
2022-04-11,234.55,138.69,35.46,5190,414
2022-04-12,236.3,135.38,34.06,5145,412.1
2022-04-13,234.87,135.5,33.86,5106,406.05
2022-04-14,222.11,129.05,32.74,4879.5,391
2022-04-15,224,130.88,32.96,4893,390.5
2022-04-16,224,130.88,32.96,4893,390.5
2022-04-17,224,130.88,32.96,4893,390.5
2022-04-18,216.99,123.85,31.32,4549,384.85
2022-04-19,220.72,120.3,30.52,4485,385
2022-04-20,218.92,121.5,32.5,4310,391
2022-04-21,210.29,118.65,31.12,3974,388
2022-04-22,208,116.97,30.62,3828,397.35
2022-04-23,208,116.97,30.62,3828,397.35
2022-04-24,208,116.97,30.62,3828,397.35
2022-04-25,206.35,111.9,29.02,3931,388.5
2022-04-26,225.85,122.36,30.18,4292,391
2022-04-27,237.15,131.11,32.4,4550,397.95
2022-04-28,237.53,123.85,30.8,4381,400
2022-04-29,240.4,128.8,31.14,4699.5,409
2022-04-30,240.4,128.8,31.14,4699.5,409
2022-05-01,240.4,128.8,31.14,4699.5,409
2022-05-02,240.4,128.8,31.14,4699.5,409
2022-05-03,240.4,128.8,31.14,4699.5,409
2022-05-04,234.16,123.2,31.2,4552,396.2
2022-05-05,238.6,124.8,30.7,4675,397
2022-05-06,240.1,123.1,30.1,4635.5,392.3
2022-05-07,240.1,123.1,30.1,4635.5,392.3
2022-05-08,240.1,123.1,30.1,4635.5,392.3
2022-05-09,240.1,123.1,30.1,4635.5,392.3
2022-05-10,240.1,123.1,30.1,4635.5,392.3
2022-05-11,241.99,123.34,29.92,4600,391.55
2022-05-12,230.56,119.15,29.32,4362.5,375
2022-05-13,235.52,120.2,29.26,4380,374.95
2022-05-14,235.52,120.2,29.26,4380,374.95
2022-05-15,235.52,120.2,29.26,4380,374.95
2022-05-16,244.2,123.41,29.52,4523.5,378.8
2022-05-17,258.8,127.75,30.36,4500,394.7
2022-05-18,264.84,125.12,30.06,4483.5,404
2022-05-19,266.68,125.6,29.56,4415.5,399.6
2022-05-20,263,122.2,29.32,4279,384.25
2022-05-21,263,122.2,29.32,4279,384.25
2022-05-22,263,122.2,29.32,4279,384.25
2022-05-23,263,119.46,28.4,4050,367.05
2022-05-24,265.8,123.6,28.6,3942,359.2
2022-05-25,271.4,124.15,28.5,4148,378
2022-05-26,295.89,123,29.4,4263,391.7
2022-05-27,294.5,121.22,28.54,4290,401.5
2022-05-28,294.5,121.22,28.54,4290,401.5
2022-05-29,294.5,121.22,28.54,4290,401.5
2022-05-30,300.8,120.67,28.58,4220,385.1
2022-05-31,293.75,118.3,28,4061.5,377
2022-06-01,297.69,121.97,27.94,4074,375.95
2022-06-02,296,119,26.98,4035,368.75
2022-06-03,297,119.21,26.74,3980.5,365.45
2022-06-04,297,119.21,26.74,3980.5,365.45
2022-06-05,297,119.21,26.74,3980.5,365.45
2022-06-06,296.5,118.78,25.92,3940,368.8
2022-06-07,297.99,118.32,27.2,3959.5,366.55
2022-06-08,308,119.9,27.14,3945.5,372.85
2022-06-09,306.5,118.2,26.36,3876,373.25
2022-06-10,309.2,118.07,26.3,3898,369.5
2022-06-11,309.2,118.07,26.3,3898,369.5
2022-06-12,309.2,118.07,26.3,3898,369.5
2022-06-13,309.2,118.07,26.3,3898,369.5
2022-06-14,317.69,118.98,25.96,3891.5,371.6
